,Text,language
564,I want to be reminded to go early to spin class,ENGLISH
565,leaving at 2 pm need directions to the history museum without delays,ENGLISH
566,Send a message to Diana and Rich that I will be earlier than expected to the library .,ENGLISH
567,Stop alarm now,ENGLISH
568,whats the best way to avoid the traffic,ENGLISH
569,set an alarm at the start of every hour .,ENGLISH
570,Photography classes this winter,ENGLISH
571,Create an alarm for the sunset,ENGLISH
572,what is the humindity level today ?,ENGLISH
573,Please cancel my alarm for tomorrow .,ENGLISH
574,when is it going to snow,ENGLISH
575,Show me all reminders for my son ' s football games,ENGLISH
576,Remind me to go get groceries tonight at 8 PM .,ENGLISH
577,Cancel all alarms .,ENGLISH
578,When will the timer go off ?,ENGLISH
579,is there traffic on the i 90,ENGLISH
580,What was the lowest temperature today ?,ENGLISH
581,Will it be cold today ?,ENGLISH
582,Show all of my shopping reminders as 7 pm instead of 6 .,ENGLISH
583,Send message to ask Laura what she meant in her previous message .,ENGLISH
584,play rap,ENGLISH
585,What ' s the temp in ny,ENGLISH
586,What is the temperature right now,ENGLISH
587,pause the music,ENGLISH
588,Please remind me to register Kade for preschool on Monday at 9 AM,ENGLISH
589,Play Big Boi ' s newest album .,ENGLISH
590,remind Andrew to buy laundry detergent .,ENGLISH
591,Do my dogs need sweaters ?,ENGLISH
592,cancel the last two intervals,ENGLISH
593,Set an alarm for 11 am and 8 pm on WEdnesdays,ENGLISH
594,When is the snow expected to arrive ?,ENGLISH
595,Switch over to Asian Dream station .,ENGLISH
596,Can you modify my 8 pm alarm please,ENGLISH
597,Set a timer for two hours,ENGLISH
598,text the driver to catch me in front of the bus stop .,ENGLISH
599,how long is the drive home at 6 pm,ENGLISH
600,Where is the lunch meeting reminder happening ?,ENGLISH
601,How long will it take me to church on Sunday morning at 8 am ?,ENGLISH
602,Set workout timer for 25 minutes .,ENGLISH
603,How long will it take me to drive from Phoenix to downtown Gilbert,ENGLISH
604,what percentage of rain is it today,ENGLISH
605,What alarms do I have for Sunday ?,ENGLISH
606,How long will it take to get from North Avenue Beach to the Museum of Science and Industry if I leave around 10 : 30 a . m . today ?,ENGLISH
607,Will it take me more time to get downtown if I take a bus or if I drive,ENGLISH
608,I want to snooze this alarm once .,ENGLISH
609,"I need to get ready to go to sleep at 8 , remind me at 7 .",ENGLISH
610,send a whatsapp message,ENGLISH
611,Turn on Lady Gaga ' s last album on Spotify,ENGLISH
612,"When does cider tasting season start in Woodinville , Washington",ENGLISH
613,how many alarms did I set so far ?,ENGLISH
614,Create an alarm for 7 am Monday .,ENGLISH
615,what are my alarms for wednesday,ENGLISH
616,is wednesday to be rainy ?,ENGLISH
617,set an alarm for 6 AM on Saturday,ENGLISH
618,set my timer every 20 minutes please,ENGLISH
619,how long is this cd,ENGLISH
620,Delete my reminder about tomorrow doctors appointment,ENGLISH
621,I have to have you send a message to my friend reggie in my contacts that the social event for the reading group is at the library,ENGLISH
622,Add 10 minutes to my timer,ENGLISH
623,What train can I take downtown,ENGLISH
624,Set timer for an hour,ENGLISH
625,I need to get the test for my course online done by tomorrow before 4 p . m . Alert me 10 min before .,ENGLISH
626,remind me of larviel engagement,ENGLISH
627,Set alarm for every 25 minutes,ENGLISH
628,"Message to mother , can ' t wait to see you Saturday love Dave .",ENGLISH
629,Alert me that I have to pay the electricity bill due on the 30th of this month .,ENGLISH
630,Should I wear sunscreen ?,ENGLISH
631,"Generate an alarm for Monday 8 am , please",ENGLISH
632,Do not play this song again .,ENGLISH
633,"I want to hear upbeat , happy music .",ENGLISH
634,I ' m thinking of taking the Taconic and then I - 90 to Boston . What is the driving time for that route ?,ENGLISH
635,should a take an umbrella,ENGLISH
636,How much snow did New York get,ENGLISH
637,How long left on my timer ?,ENGLISH
638,What ' s happening in Dallas on Saturday,ENGLISH
639,Show texts from Tennis Team thread,ENGLISH
640,How long will it take me to drive from my house to the Justin Timberlake show,ENGLISH
641,Cancel the alarm for tomorrow morning,ENGLISH
642,Change lunch alarm on Friday to Thursday,ENGLISH
643,Mad face the book club message,ENGLISH
644,Restart this song .,ENGLISH
645,what is the traffic like on Dodge street,ENGLISH
646,how long is my drive home from Compton,ENGLISH
647,MESSAGE BEVERLY AND LET HER KNOW I NEED HELP PLANNING THE ANNIVERSARY PARTY .,ENGLISH
648,Please alert Aaron that he has to take the detour on West River Street to get here tonight .,ENGLISH
649,What festivals are near me,ENGLISH
650,What is the current weather forecast ?,ENGLISH
651,Give me an alarm for 5 am .,ENGLISH
652,Remind me to pick up Lucy,ENGLISH
653,So is it snowing outside ?,ENGLISH
654,Remind me to leave at 4 : 30 pm tomorrow,ENGLISH
655,What will the weather be doing on my birthday ?,ENGLISH
656,how far away is the nearest bank,ENGLISH
657,play entire library,ENGLISH
658,Events going on after church,ENGLISH
659,Where is traffic heaviest in Maryland today,ENGLISH
660,set a timer for 10 minutes,ENGLISH
661,Change my wakeup alarm from 7 am to 8 am,ENGLISH
662,whats the weather radar look like near me,ENGLISH
663,warn me in 10 minutes,ENGLISH
664,Set timer for 20 minutes .,ENGLISH
665,What time in the morning should I leave to get to the office by 9 AM ?,ENGLISH
666,Show alarm for tv shows at 8 pm,ENGLISH
667,is traffic heavy in new york right now,ENGLISH
668,Restart current timer,ENGLISH
669,Turn timer off,ENGLISH
670,when is rainy season in costa rica,ENGLISH
671,Make a repeating alarm for every other wednesday at 6 .,ENGLISH
672,set alarms every thirty minutes,ENGLISH
673,Get a message to Lily Griffith,ENGLISH
674,What ' s the weather Agoura Hills,ENGLISH
675,"I need a recurring alarm set for Wednesdays at 3 pm , called School Pick up .",ENGLISH
676,Can you alert me 5 minutes before my reminder to watch the news tonight,ENGLISH
677,When is the reminder for the electricity bill ?,ENGLISH
678,Remind me of my doctors appointment on monday,ENGLISH
679,Set an alarm to wake me up at 7 am tomorrow,ENGLISH
680,What ' s happening on the 15th in Kissimmee,ENGLISH
681,When should I leave to get to WInnipeg by 6 pm ?,ENGLISH
682,"Set three alarms today , one for 3 pm , one for 5 pm and one for 7 pm .",ENGLISH
683,Delete my alarms for the week,ENGLISH
684,snooze alarm now,ENGLISH
685,Text Sam I \ u 2019 m coming to dinner,ENGLISH
686,Remind me to buy dog food by next week,ENGLISH
687,"Send a video message to Helena , Nathaniel , and Melissa",ENGLISH
688,How many minutes are left on my timer ?,ENGLISH
689,is there any accident,ENGLISH
690,Modify Tuesday ' s alarm,ENGLISH
691,metal concerts in Detroit past 8 pm in the next week,ENGLISH
692,Haw is the weather in UK,ENGLISH
693,What is the traffic like in NYC today,ENGLISH
694,Let me know what the weather will be like this Saturday .,ENGLISH
695,How long until my alarm goes off ?,ENGLISH
696,"Please , cancel my reminder about Monday appointment",ENGLISH
697,set up a reoccurring weekly reminder of monday morning meetings that start at 9 am,ENGLISH
698,Have you a forecast for Scotland ?,ENGLISH
699,How is traffic moving on the highway,ENGLISH
700,set s reminder for the dentist for friday,ENGLISH
701,Set time at 2 minutes to warm,ENGLISH
702,Will the game be called due to weather,ENGLISH
703,What weather is expected for 4 pm ?,ENGLISH
704,temperature in Paris Texas,ENGLISH
705,How long would it take to get to Durham if I took I - 40 ?,ENGLISH
706,Is North Glenstone in Springfield still closed,ENGLISH
707,play the soundtracks of recent animated movies,ENGLISH
708,what is the weather in Florida for the next 5 days,ENGLISH
709,I need to text Nicquana tonight at 7 pm . Can you remind me ?,ENGLISH
710,will i get to work on time considering the traffic,ENGLISH
711,holiday happenings in Beaumont,ENGLISH
712,"If I leave for Athens at noon tomorrow , will I be there in time to celebrate New Year ' s Eve ?",ENGLISH
713,What is the traffic report in my area,ENGLISH
714,replay this song,ENGLISH
715,Give my reminders,ENGLISH
716,Please remove 10 minutes from my timer,ENGLISH
717,Will I need an umbrella today,ENGLISH
718,remind me to buy eggs in four days .,ENGLISH
719,What is the traffic like in Syracuse tonight,ENGLISH
720,is there 24 minutes left on timer,ENGLISH
721,when is Hyacinth ' s birthday party next week,ENGLISH
722,Make an alarm for every tuesday morning,ENGLISH
723,Change reminder alert time to 2 pm for book club,ENGLISH
724,I need a new alarm for 28th of May,ENGLISH
725,What ' s the weather for Quito ?,ENGLISH
726,is it supposed to be hot today,ENGLISH
727,Can I turn on my heater tomorrow ?,ENGLISH
728,can you update me on the current weather ?,ENGLISH
729,change reminder times from 6 am to 7 am since my shift changed,ENGLISH
730,Do I need an umbrella tomorrow ?,ENGLISH
731,WHAT ' S LEFT ON MY ALARM ?,ENGLISH
732,EXTEND TIMER TO ANOTHER HOUR,ENGLISH
733,Change my good morning alarm to 6 am .,ENGLISH
734,Set alarm for 430 am on tuesday and thursday of next week,ENGLISH
735,Looking for something fun in South Lake Tahoe for next weekend,ENGLISH
736,show me when my alarm will go off,ENGLISH
737,Give me a weather forecast for Saturday,ENGLISH
738,how many reminders for this week,ENGLISH
739,take a detour please,ENGLISH
740,Add 5 minutes to my timer .,ENGLISH
741,Driving speed from home to Miami,ENGLISH
742,"How long will it take for me to get to Ita \ u 00fa Bank , if I leave here in 15 minutes ?",ENGLISH
743,How much time is left on alarm ?,ENGLISH
744,turn off song now,ENGLISH
745,Wish Ken a Happy Birthday,ENGLISH
746,Is my son included in today ' s reminder .,ENGLISH
747,tell April I won \ u 2019 t be attending the meeting .,ENGLISH
748,How ' s it looking outside ?,ENGLISH
749,How cold will it get tonight ?,ENGLISH
750,Message to reply,ENGLISH
751,Alarm set up for every Sunday at 4 pm,ENGLISH
752,play random theme songs,ENGLISH
753,make an alarm for 10 . 45pm and 11 : 00 pm on tuesdays and wednesdays for 6 weeks,ENGLISH
754,what will the weather be like on friday ?,ENGLISH
755,Restart timer and add 5 minutes .,ENGLISH
756,Message my friend susie that I ' ll be at her house at 6,ENGLISH
757,I want to listen to Linkin Park ' s 3rd album,ENGLISH
758,Restart timer,ENGLISH
759,Tell Tom that Jane likes rock music .,ENGLISH
760,Message Jill and tell her I found her keys,ENGLISH
761,Live music near me,ENGLISH
762,How long is the drive,ENGLISH
763,Temperature Celsius,ENGLISH
764,Set alarm for 8 am to text Chris,ENGLISH
765,Is my commute going to be over an hour,ENGLISH
766,Could I listen to Sean Lenon ' s new song ?,ENGLISH
767,From San Juan Puerto Rico to New York City is what distance,ENGLISH
768,write are you coming or not .,ENGLISH
769,How many miles is a flight from Detroit to London,ENGLISH
770,play me V 97 on iheartradio,ENGLISH
771,Skip this album,ENGLISH
772,set an alarm to wake up tomorrow at 6,ENGLISH
773,"Message Peter right now , please .",ENGLISH
774,Can I get the 5 am Omaha traffic report ?,ENGLISH
775,Is there heavy traffic on the bridge,ENGLISH
776,What ' s the low temperature for today ?,ENGLISH
777,what will the weather be like tomorow ?,ENGLISH
778,read that message again,ENGLISH
779,add 5 minutes to this timer,ENGLISH
780,Things to do in Los Angeles,ENGLISH
781,Can i make it to the 6 : 15 screening of Black Panther if I leave the the house at 545 pm via H 201,ENGLISH
782,What round should I take to get to ONU by 4 : 30 ?,ENGLISH
783,December events,ENGLISH
784,Create alarms for 10 pm and 11 pm weeknights,ENGLISH
785,Are there going to be any events near me next week,ENGLISH
786,Do I need my sunglasses today,ENGLISH
787,Are there any down power line on the freeway to the Cartoon Expo,ENGLISH
788,take this song off my playlist,ENGLISH
789,"Delete all alarms for before 12 noon for Monday , Tuesday and Wednesday only please",ENGLISH
790,Temperature range for today ?,ENGLISH
791,turn timer on in 30 min,ENGLISH
792,Remind me to make a vet appointment for Rufus,ENGLISH
793,What temperature will it be in Perth at 5 pm ?,ENGLISH
794,Repeat Anita Baker .,ENGLISH
795,Start a new timer,ENGLISH
796,Set a reminder for me to pick up my dry cleaning on Wednesday at 8 am .,ENGLISH
797,I want the alarm terminated,ENGLISH
798,Give me a timer running for 15 minutes .,ENGLISH
799,send Arnaud a message about the Shikantaza .,ENGLISH
800,Set me an alarm every Thursday at 5M until the 1st July,ENGLISH
801,How many mm of rain today ?,ENGLISH
802,Play some heavy metal music .,ENGLISH
803,Remind that dinner will be done in 30 minutes,ENGLISH
804,How is the traffic during rush hour in Dallas,ENGLISH
805,Set me an alarm in 4 hours .,ENGLISH
806,remind me to pay my taxes april 16,ENGLISH
807,I need the forecast for the Easter weekend please .,ENGLISH
808,Set my alarm for 12 minutes,ENGLISH
809,Message my brother and tell him I ' m going to the basketball game today,ENGLISH
810,how long will it take me to get to the zoo if i leave at 7 pm and drive on hwy 441,ENGLISH
811,Greenbay area events for kids,ENGLISH
812,Please set an alarm for 7 . 00am on December 25th,ENGLISH
813,When is the next event at the Glass House in Pomona,ENGLISH
814,Please start a timer for 30 minutes,ENGLISH
815,Show me all my reminders,ENGLISH
816,Am I going to need a jacket later on tonight ?,ENGLISH
817,When would I arrive in Salem if I left in half an hour ?,ENGLISH
818,How ' s traffic looking,ENGLISH
819,Snooze my alarm again .,ENGLISH
820,What is the weather forecast in Canberra for June 8th ?,ENGLISH
821,Text mom pick up my package please .,ENGLISH
822,What is the current traffic on the 215,ENGLISH
823,Get me directions from Dallas to Lubbock and then to Shreveport from Lubbock,ENGLISH
824,What is the traffic driving from LA to San Diego,ENGLISH
825,"dinner is set for friday at 7 , please remind me",ENGLISH
826,Cancel alarm for Thursday morning .,ENGLISH
827,Is there something I can do with the kids next week,ENGLISH
828,When are the roads the busy today,ENGLISH
829,Create a bi weekly Saturday alarm for noon,ENGLISH
830,start the stop watch for 1 hour,ENGLISH
831,"Cancel all my alarms for the next for weeks , please",ENGLISH
832,Start up the coffee timer again,ENGLISH
833,Can I make it to the airport in an hour ?,ENGLISH
834,is it going to freeze over today ?,ENGLISH
835,Weather today,ENGLISH
836,Play exercise playlist in Spotify .,ENGLISH
837,Send a reminder to Jason ' s phone .,ENGLISH
838,What is traffic like on Labor Day,ENGLISH
839,whats the delay getting to the denver airport,ENGLISH
840,"If I leave here at 6 am , when will I get to Portland",ENGLISH
841,Change alarm Tuesday at 3 pm to Thursday at 5 am,ENGLISH
842,SHould I just walk to work,ENGLISH
843,I ' d like to know if it ' s raining in Lenoir City,ENGLISH
844,Message Todd and Kim letting them know we have a meeting at 4 today .,ENGLISH
